mt_id,mt_date,mt_title,mt_hasattach,mt_starter_id,mt_start_time,mt_last_post_time,mt_invited_members,mt_to_count,mt_to_member_id,mt_replies,mt_last_msg_id,mt_first_msg_id,mt_is_draft,mt_is_deleted,mt_is_system
2269,1388488463,Hi,0,2209,1388488463,1388488463,a:0:{},-1,5265,0,7783,7783,0,1,0
2270,1388488500,Hi,0,2209,1388488500,1388488500,a:0:{},-1,11,0,7784,7784,0,1,0
2272,1388488563,Hi,0,2209,1388488563,1388488563,a:0:{},-1,3711,0,7786,7786,0,1,0
2274,1388488629,Hi,0,2209,1388488629,1388488629,a:0:{},-1,960,0,7788,7788,0,1,0
2275,1388489060,Hi,0,2209,1388489060,1388489060,a:0:{},-1,3568,0,7789,7789,0,1,0
2283,1388489366,Hi,0,2209,1388489366,1388489366,a:0:{},-1,2750,0,7797,7797,0,1,0
2285,1388489457,Hi,0,2209,1388489456,1388489456,a:0:{},-1,55,0,7799,7799,0,1,0
2286,1388489493,Hi,0,2209,1388489493,1388495192,a:0:{},-1,168,1,7825,7800,0,1,0
2287,1388489533,Hi,0,2209,1388489533,1388489533,a:0:{},-1,878,0,7801,7801,0,1,0
2288,1388489574,Hi,0,2209,1388489573,1388489573,a:0:{},-1,1074,0,7802,7802,0,1,0
2294,1388491884,Hi,0,2209,1388491884,1388491884,a:0:{},-1,64,0,7808,7808,0,1,0
2295,1388491909,Hi,0,2209,1388491908,1388518325,a:0:{},-1,3143,1,7826,7809,0,1,0
2297,1388491957,hi,0,2209,1388491957,1388491957,a:0:{},-1,6288,0,7811,7811,0,1,0
2298,1388492002,hi,0,2209,1388492002,1388492002,a:0:{},-1,173,0,7812,7812,0,1,0
2299,1388492038,hi,0,2209,1388492038,1388492038,a:0:{},-1,63,0,7813,7813,0,1,0
2300,1388492078,hi,0,2209,1388492078,1388492078,a:0:{},-1,72,0,7814,7814,0,1,0
2301,1388492100,hi,0,2209,1388492100,1388492100,a:0:{},-1,1104,0,7815,7815,0,1,0
2306,1388492266,hi,0,2209,1388492265,1388492265,a:0:{},-1,322,0,7820,7820,0,1,0
2308,1388492352,hi,0,2209,1388492352,1388492352,a:0:{},-1,1122,0,7822,7822,0,1,0
2310,1388536962,Hi,0,2209,1388536962,1388536962,a:0:{},-1,2256,0,7828,7828,0,1,0
2311,1388536996,hi,0,2209,1388536996,1388536996,a:0:{},-1,6145,0,7829,7829,0,1,0
2312,1388537160,Hi,0,2209,1388537160,1388537160,a:0:{},0,263,0,7830,7830,0,1,0
2313,1388537200,Hi,0,2209,1388537200,1388537200,a:0:{},0,6208,0,7831,7831,0,1,0
2314,1388537228,Hi,0,2209,1388537228,1388537228,a:0:{},0,2129,0,7832,7832,0,1,0
2315,1388537251,hi,0,2209,1388537251,1388537251,a:0:{},0,150,0,7833,7833,0,1,0
2316,1388537278,hi,0,2209,1388537277,1388537277,a:0:{},0,150,0,7834,7834,0,1,0
2317,1388537310,hi,0,2209,1388537310,1388537310,a:0:{},0,6,0,7835,7835,0,1,0
2318,1388537492,Hi,0,2209,1388537492,1388537492,a:0:{},0,5779,0,7836,7836,0,1,0
2319,1388537533,hi,0,2209,1388537533,1388537533,a:0:{},0,43,0,7837,7837,0,1,0
2320,1388537583,hi,0,2209,1388537583,1388537583,a:0:{},-1,2349,0,7838,7838,0,1,0
2321,1388537617,hi,0,2209,1388537617,1388537617,a:0:{},-1,267,0,7839,7839,0,1,0
2322,1388537654,hi,0,2209,1388537653,1388537653,a:0:{},-1,265,0,7840,7840,0,1,0
2324,1388537737,hi,0,2209,1388537737,1388537737,a:0:{},-1,68,0,7842,7842,0,1,0
2325,1388537788,hi,0,2209,1388537788,1388537788,a:0:{},-1,73,0,7843,7843,0,1,0
2326,1388537846,hi,0,2209,1388537846,1388537846,a:0:{},-1,299,0,7844,7844,0,1,0
2328,1388537907,hi,0,2209,1388537907,1388537907,a:0:{},-1,2205,0,7846,7846,0,1,0
2330,1388548658,hi,0,2209,1388548658,1388548658,a:0:{},-1,198,0,7849,7849,0,1,0
2335,1388548819,hi,0,2209,1388548819,1388548819,a:0:{},-1,174,0,7854,7854,0,1,0
2336,1388548859,hi,0,2209,1388548859,1388548859,a:0:{},-1,2037,0,7855,7855,0,1,0
2337,1388548905,hi,0,2209,1388548904,1388548904,a:0:{},-1,62,0,7856,7856,0,1,0
2339,1388548964,hi,0,2209,1388548964,1388548964,a:0:{},-1,142,0,7858,7858,0,1,0
2343,1388549695,hi,0,2209,1388549695,1388549695,a:0:{},-1,958,0,7862,7862,0,1,0
2345,1388549772,hi,0,2209,1388549772,1388549772,a:0:{},-1,2113,0,7864,7864,0,1,0
2346,1388549811,hi,0,2209,1388549811,1388549811,a:0:{},-1,143,0,7865,7865,0,1,0
2348,1388549920,hi,0,2209,1388549920,1388549920,a:0:{},-1,6359,0,7867,7867,0,1,0
2349,1388549969,hi,0,2209,1388549969,1388549969,a:0:{},-1,329,0,7868,7868,0,1,0
2352,1388557451,hi,0,2209,1388557451,1388557451,a:0:{},-1,6712,0,7871,7871,0,1,0
2353,1388557478,hi,0,2209,1388557478,1388557478,a:0:{},-1,358,0,7872,7872,0,1,0
2354,1388557510,hi,0,2209,1388557510,1388557510,a:0:{},-1,5305,0,7873,7873,0,1,0
2356,1388557565,hi,0,2209,1388557565,1388557565,a:0:{},-1,207,0,7875,7875,0,1,0
2358,1388557626,hi,0,2209,1388557626,1388565257,a:0:{},-1,2220,1,7888,7877,0,1,0
2359,1388557676,hi,0,2209,1388557676,1388557676,a:0:{},-1,342,0,7878,7878,0,1,0
2362,1388557773,hi,0,2209,1388557773,1388557773,a:0:{},-1,6292,0,7881,7881,0,1,0
2363,1388557805,hi,0,2209,1388557804,1388557804,a:0:{},-1,139,0,7882,7882,0,1,0
2369,1388572626,hi,0,2209,1388572626,1388572626,a:0:{},-1,1109,0,7889,7889,0,1,0
2371,1388572947,Hi,0,2209,1388572947,1388572947,a:0:{},0,79,0,7891,7891,0,1,0
2376,1388573543,Hi,0,2209,1388573543,1388573543,a:0:{},0,6280,0,7896,7896,0,1,0
2377,1388573888,hi,0,2209,1388573888,1388573888,a:0:{},0,167,0,7897,7897,0,1,0
2378,1388574068,hi,0,2209,1388574067,1388574067,a:0:{},0,368,0,7898,7898,0,1,0
2379,1388574142,hi,0,2209,1388574142,1388574142,a:0:{},0,161,0,7899,7899,0,1,0
2380,1388574229,hi,0,2209,1388574229,1388574229,a:0:{},0,6176,0,7900,7900,0,1,0
2381,1388574274,hi,0,2209,1388574274,1388574274,a:0:{},0,39,0,7901,7901,0,1,0
2387,1388574646,hi,0,2209,1388574646,1388574646,a:0:{},0,1793,0,7907,7907,0,1,0
2391,1388575074,hi,0,2209,1388575074,1388575074,a:0:{},0,266,0,7911,7911,0,1,0
2392,1388575132,hi,0,2209,1388575132,1388575132,a:0:{},0,6231,0,7912,7912,0,1,0
2399,1388575837,hi,0,2209,1388575837,1388575837,a:0:{},0,2351,0,7919,7919,0,1,0
2404,1388576101,hi,0,2209,1388576101,1388576101,a:0:{},-1,191,0,7924,7924,0,1,0
2414,1388576774,hi,0,2209,1388576774,1388576774,a:0:{},-1,6088,0,7934,7934,0,1,0
2416,1388577128,hi,0,2209,1388577128,1388577128,a:0:{},-1,333,0,7936,7936,0,1,0
2420,1388577508,hi,0,2209,1388577507,1388577507,a:0:{},-1,175,0,7940,7940,0,1,0
2422,1388577574,hi,0,2209,1388577573,1388577573,a:0:{},-1,1270,0,7942,7942,0,1,0
2423,1388577608,hi,0,2209,1388577608,1388577608,a:0:{},-1,144,0,7943,7943,0,1,0
2426,1388577695,hi,0,2209,1388577695,1388577695,a:0:{},-1,1558,0,7946,7946,0,1,0
2430,1388578646,hi,0,2209,1388578646,1388578646,a:0:{},-1,129,0,7950,7950,0,1,0
2432,1388578696,hi,0,2209,1388578696,1388578696,a:0:{},-1,91,0,7952,7952,0,1,0
2439,1388578959,hi,0,2209,1388578959,1388578959,a:0:{},-1,6217,0,7959,7959,0,1,0
2441,1388580387,hi,0,2209,1388580387,1388580387,a:0:{},-1,274,0,7962,7962,0,1,0
2442,1388580423,hi,0,2209,1388580423,1388580423,a:0:{},-1,865,0,7963,7963,0,1,0
2444,1388580490,hi,0,2209,1388580490,1388580490,a:0:{},-1,323,0,7965,7965,0,1,0
2445,1388580532,hi,0,2209,1388580531,1388580531,a:0:{},-1,293,0,7966,7966,0,1,0
2446,1388580603,hi,0,2209,1388580603,1388580603,a:0:{},-1,6106,0,7967,7967,0,1,0
2447,1388580633,hi,0,2209,1388580633,1388580633,a:0:{},-1,7036,0,7968,7968,0,1,0
2450,1388580730,hi,0,2209,1388580730,1388580730,a:0:{},-1,2889,0,7971,7971,0,1,0
2451,1388580840,hi,0,2209,1388580840,1388580840,a:0:{},-1,234,0,7972,7972,0,1,0
2454,1388583765,hi,0,2209,1388583764,1388583764,a:0:{},-1,6266,0,7975,7975,0,1,0
2455,1388583802,hi,0,2209,1388583802,1388583802,a:0:{},-1,353,0,7976,7976,0,1,0
2459,1388583918,hi,0,2209,1388583917,1388583917,a:0:{},-1,23,0,7980,7980,0,1,0
2460,1388583992,hi,0,2209,1388583992,1388583992,a:0:{},-1,6168,0,7981,7981,0,1,0
2461,1388584026,hi,0,2209,1388584026,1388584026,a:0:{},-1,6190,0,7982,7982,0,1,0
2462,1388584056,hi,0,2209,1388584056,1388584056,a:0:{},-1,6173,0,7983,7983,0,1,0
2465,1388584209,hi,0,2209,1388584209,1388584209,a:0:{},-1,1608,0,7986,7986,0,1,0
2466,1388584270,hi,0,2209,1388584270,1388584270,a:0:{},-1,348,0,7987,7987,0,1,0
2468,1388584336,hi,0,2209,1388584336,1388584336,a:0:{},-1,2275,0,7989,7989,0,1,0
2473,1388584472,hi,0,2209,1388584472,1388584472,a:0:{},-1,4873,0,7994,7994,0,1,0
2475,1388584531,hi,0,2209,1388584531,1388584531,a:0:{},-1,5113,0,7996,7996,0,1,0
2477,1388584719,hi,0,2209,1388584719,1388584719,a:0:{},-1,190,0,7998,7998,0,1,0
2481,1388584868,hi,0,2209,1388584868,1388584868,a:0:{},-1,4151,0,8002,8002,0,1,0
2482,1388584890,hi,0,2209,1388584890,1388584890,a:0:{},-1,187,0,8003,8003,0,1,0
2484,1388584943,hi,0,2209,1388584943,1388584943,a:0:{},-1,338,0,8005,8005,0,1,0
2489,1388585522,hi,0,2209,1388585522,1388585522,a:0:{},-1,22,0,8010,8010,0,1,0
2492,1388585611,hi,0,2209,1388585611,1388585611,a:0:{},-1,2027,0,8013,8013,0,1,0
2494,1388585679,hi,0,2209,1388585679,1388585679,a:0:{},-1,6237,0,8015,8015,0,1,0
2495,1388585746,hi,0,2209,1388585746,1388585746,a:0:{},-1,422,0,8016,8016,0,1,0
2497,1388585840,hi,0,2209,1388585840,1388585840,a:0:{},-1,6122,0,8018,8018,0,1,0
2500,1388585965,hi,0,2209,1388585964,1388585964,a:0:{},-1,2288,0,8021,8021,0,1,0
2501,1388585988,hi,0,2209,1388585987,1388585987,a:0:{},-1,6290,0,8022,8022,0,1,0
2505,1388587900,hi,0,2209,1388587900,1388587900,a:0:{},0,326,0,8027,8027,0,1,0
2508,1388587983,hi,0,2209,1388587983,1388587983,a:0:{},-1,6244,0,8030,8030,0,1,0
2509,1388588011,hi,0,2209,1388588011,1388588011,a:0:{},-1,1812,0,8031,8031,0,1,0
2510,1388588111,hi,0,2209,1388588111,1388588111,a:0:{},-1,6115,0,8032,8032,0,1,0
2511,1388588179,hi,0,2209,1388588179,1388588179,a:0:{},-1,3721,0,8033,8033,0,1,0
2512,1388588230,hi,0,2209,1388588229,1388588229,a:0:{},-1,887,0,8034,8034,0,1,0
2513,1388588266,hi,0,2209,1388588266,1388588266,a:0:{},-1,20,0,8035,8035,0,1,0
2514,1388588309,hi,0,2209,1388588309,1388588309,a:0:{},-1,188,0,8036,8036,0,1,0
2516,1388588382,hi,0,2209,1388588382,1388588382,a:0:{},-1,53,0,8038,8038,0,1,0
2519,1388590101,hi,0,2209,1388590101,1388590101,a:0:{},-1,6120,0,8041,8041,0,1,0
2522,1388590213,hi,0,2209,1388590213,1388590213,a:0:{},-1,5562,0,8044,8044,0,1,0
2525,1388590343,hi,0,2209,1388590343,1388590343,a:0:{},-1,6198,0,8047,8047,0,1,0
2528,1388590458,hi,0,2209,1388590458,1388590458,a:0:{},-1,1368,0,8050,8050,0,1,0
2529,1388590497,hi,0,2209,1388590496,1388590496,a:0:{},-1,246,0,8051,8051,0,1,0
2530,1388590528,hi,0,2209,1388590528,1388590528,a:0:{},-1,65,0,8052,8052,0,1,0
2531,1388590581,hi,0,2209,1388590581,1388590581,a:0:{},-1,364,0,8053,8053,0,1,0
2534,1388590738,hi,0,2209,1388590738,1388590738,a:0:{},-1,296,0,8056,8056,0,1,0
2535,1388590769,hi,0,2209,1388590769,1388590769,a:0:{},-1,86,0,8057,8057,0,1,0
2536,1388590829,hi,0,2209,1388590829,1388590829,a:0:{},-1,6151,0,8058,8058,0,1,0
2538,1388591139,hi,0,6712,1388591139,1388591139,a:0:{},-1,2209,0,8060,8060,0,0,0
2539,1388592686,hi,0,2209,1388592686,1388592686,a:0:{},-1,6306,0,8061,8061,0,1,0
2540,1388592711,hi,0,2209,1388592711,1388592711,a:0:{},-1,158,0,8062,8062,0,1,0
2541,1388592735,hi,0,2209,1388592735,1388592735,a:0:{},-1,6096,0,8063,8063,0,1,0
2542,1388592760,hi,0,2209,1388592759,1388592759,a:0:{},-1,279,0,8064,8064,0,1,0
2543,1388592784,hi,0,2209,1388592784,1388592784,a:0:{},-1,230,0,8065,8065,0,1,0
2548,1388592917,hi,0,2209,1388592917,1388592917,a:0:{},-1,25,0,8070,8070,0,1,0
2550,1388593346,hi,0,2209,1388593346,1388593346,a:0:{},-1,6209,0,8072,8072,0,1,0
2555,1388593491,hi,0,2209,1388593491,1388593491,a:0:{},-1,5333,0,8077,8077,0,1,0
2556,1388593516,hi,0,2209,1388593516,1388593516,a:0:{},-1,157,0,8078,8078,0,1,0
2557,1388594927,hi,0,2209,1388594927,1388594927,a:0:{},1,6326,0,8079,8079,0,0,0
2558,1388594952,hi,0,2209,1388594952,1388594952,a:0:{},1,41,0,8080,8080,0,0,0
2559,1388594998,hi,0,2209,1388594997,1388594997,a:0:{},1,6207,0,8081,8081,0,0,0
2560,1388595023,hi,0,2209,1388595023,1388595023,a:0:{},1,182,0,8082,8082,0,0,0
2561,1388595050,hi,0,2209,1388595050,1388595050,a:0:{},0,0,0,8083,8083,0,0,0
2562,1388595076,hi,0,2209,1388595076,1388595076,a:0:{},1,6313,0,8084,8084,0,0,0
2563,1388595114,hi,0,2209,1388595114,1388595114,a:0:{},0,0,0,8085,8085,0,0,0
2564,1388595146,hi,0,2209,1388595146,1388595146,a:0:{},1,49,0,8086,8086,0,0,0
2565,1388595172,hi,0,2209,1388595172,1388595172,a:0:{},1,7294,0,8087,8087,0,0,0
2566,1388595201,hi,0,2209,1388595201,1388595201,a:0:{},1,255,0,8088,8088,0,0,0
2567,1388595232,hi,0,2209,1388595231,1388595231,a:0:{},1,5973,0,8089,8089,0,0,0
2568,1388595260,hi,0,2209,1388595260,1388595260,a:0:{},1,331,0,8090,8090,0,0,0
2569,1388595287,hi,0,2209,1388595287,1388595287,a:0:{},0,0,0,8091,8091,0,0,0
2570,1388595323,hi,0,2209,1388595323,1388595323,a:0:{},1,6099,0,8092,8092,0,0,0
2571,1388595355,hi,0,2209,1388595355,1388595355,a:0:{},1,204,0,8093,8093,0,0,0
2572,1388595488,hi,0,2209,1388595488,1388595488,a:0:{},0,0,0,8094,8094,0,0,0
2573,1388595532,hi,0,2209,1388595532,1388637873,a:0:{},1,6254,1,8116,8095,0,0,0
2574,1388595557,hi,0,2209,1388595556,1388595556,a:0:{},0,0,0,8096,8096,0,0,0
2575,1388595590,hi,0,2209,1388595590,1388595590,a:0:{},0,0,0,8097,8097,0,0,0
2576,1388595618,hi,0,2209,1388595618,1388595618,a:0:{},0,0,0,8098,8098,0,0,0
2577,1388596239,hi,0,2209,1388596239,1388596239,a:0:{},0,0,0,8099,8099,0,0,0
2578,1388596268,hi,0,2209,1388596268,1388596268,a:0:{},1,108,0,8100,8100,0,0,0
2579,1388596327,hi,0,2209,1388596327,1388596327,a:0:{},0,0,0,8101,8101,0,0,0
2580,1388596353,hi,0,2209,1388596353,1388596353,a:0:{},1,6431,0,8102,8102,0,0,0
2581,1388596386,hi,0,2209,1388596386,1388596386,a:0:{},0,0,0,8103,8103,0,0,0
2582,1388596431,hi,0,2209,1388596431,1393153707,a:0:{},1,9,1,8390,8104,0,0,0
2583,1388596454,hi,0,2209,1388596454,1388596454,a:0:{},1,240,0,8105,8105,0,0,0
2584,1388596481,hi,0,2209,1388596481,1388596481,a:0:{},0,0,0,8106,8106,0,0,0
2585,1388596505,hi,0,2209,1388596505,1388596505,a:0:{},1,2820,0,8107,8107,0,0,0
2586,1388596533,hi,0,2209,1388596533,1388596533,a:0:{},0,0,0,8108,8108,0,0,0
2587,1388596650,hi,0,2209,1388596650,1388596650,a:0:{},1,16,0,8109,8109,0,0,0
2588,1388612974,"Re: hi",0,1104,1388612974,1388612974,a:0:{},1,2209,0,8110,8110,0,0,0
2589,1388628941,88,0,960,1388628941,1389727802,a:0:{},1,5343,11,8226,8111,0,0,0
2590,1388660162,"KunsÃ¡gi turÃ¡ni cigÃ¡ny vagy?",0,0,1388660162,1388675731,a:0:{},0,6231,3,8123,8119,0,1,0
2591,1388675199,"Hungarians don&#39;t consider the turkic speaking people as white (european) people.",0,0,1388675199,1388675974,a:0:{},-1,6231,1,8124,8122,0,1,0
2592,1388702196,Howdy,0,2209,1388702196,1389110651,a:0:{},1,3143,2,8163,8126,0,0,0
2593,1388725837,88,0,960,1388725837,1388801339,a:0:{},0,0,2,8141,8131,0,0,0
2594,1388735087,"One Method",0,2220,1388735087,1389217400,a:0:{},1,6976,1,8166,8135,0,0,0
2595,1388820096,?,0,6290,1388820096,1388820956,a:0:{},1,6113,2,8150,8147,0,0,0
2596,1388879516,"HAIL CHIN CHIN",0,6151,1388879516,1388879681,a:0:{},0,0,1,8155,8154,0,0,0
2597,1388891426,"independent filthy frank ro",0,0,1388891426,1388891926,a:0:{},0,319,2,8158,8156,0,1,0
2598,1388990258,"Thank you for you correspondence",0,2129,1388990258,1388990258,a:0:{},1,2209,0,8161,8161,0,0,0
2599,1389127369,Sup,0,132,1389127368,1389127533,a:0:{},0,1558,1,8165,8164,0,1,0
2601,1389321045,source,0,6235,1389321045,1389343366,a:0:{},1,6274,1,8169,8168,0,0,0
2602,1389421358,88,0,960,1389421358,1390280416,a:0:{},1,333,8,8264,8171,0,0,0
2603,1389421390,88,0,960,1389421390,1390279529,a:0:{},1,861,3,8262,8172,0,0,0
2604,1389421585,Hello,0,960,1389421585,1390787650,a:0:{},1,6113,1,8287,8173,0,0,0
2605,1389489136,hi,0,6278,1389489136,1390162584,a:0:{},0,3,2,8257,8175,0,1,0
2606,1389491622,"Deleting posts and profile",0,6112,1389491622,1389491622,a:0:{},1,35,0,8176,8176,0,0,0
2607,1389545661,Hello,0,960,1389545661,1389654956,a:0:{},1,131,4,8202,8179,0,0,0
2608,1389545721,88,0,960,1389545720,1399328071,a:0:{},1,6297,2,8737,8180,0,0,0
2609,1389587431,"You on &quot;Nazi Hunting&quot; website",0,6168,1389587431,1389786812,a:0:{},0,7,3,8236,8184,0,0,0
2610,1389641899,88,0,960,1389641899,1389657237,a:0:{},1,49,6,8212,8185,0,0,0
2611,1389652667,"In order not to derail the topic",0,6322,1389652667,1389740412,a:0:{},1,188,17,8230,8187,0,0,0
2612,1389694346,"staying in holland",0,7370,1389694346,1390591000,a:0:{},0,0,10,8282,8222,0,0,0
2613,1389772526,"Stopped posting?",0,6168,1389772526,1389772526,a:0:{},1,5359,0,8234,8234,0,0,0
2614,1389784898,greetings,0,6274,1389784898,1389784898,a:0:{},1,7325,0,8235,8235,0,0,0
2615,1389823485,"Goyles said that antifa tried harrassing you and it was pretty funny.",0,6168,1389823485,1389823485,a:0:{},1,958,0,8237,8237,0,0,0
2616,1389893815,"Super Duper friendly fascist meeting",0,353,1389893815,1389896748,a:0:{},1,6322,4,8244,8240,0,0,0
2617,1390054583,"It&#39;s good to see a more casual attitude around here",0,288,1390054583,1390647515,a:0:{},1,7,7,8283,8246,0,0,0
2618,1390146795,"Vine trenul din Galati..",0,6322,1390146795,1390155363,a:0:{},1,2037,3,8256,8253,0,0,0
2619,1390269738,"Folkish Revolution",0,168,1390269738,1390269738,a:0:{},1,2082,0,8261,8261,0,0,0
2620,1390324072,"Come to skype",0,132,1390324072,1390324072,a:0:{},0,6168,0,8265,8265,0,1,0
2621,1390335809,"Tor and freenet",0,288,1390335809,1390338371,a:0:{},0,132,4,8271,8267,0,0,0
2622,1390370759,"Hello Sir",0,960,1390370759,1400543677,a:0:{},0,6249,93,9037,8272,0,0,0
2623,1390418980,Thanks,0,5265,1390418980,1390418980,a:0:{},1,2209,0,8274,8274,0,0,0
2624,1390707170,"Fascismo Mexicano",0,6694,1390707170,1390707170,a:0:{},0,7331,0,8284,8284,0,0,0
2625,1390707212,"Fascismo Mexicano",0,6694,1390707212,1390764437,a:0:{},1,7331,1,8286,8285,0,0,0
2626,1390864040,Curious,0,281,1390864040,1390864040,a:0:{},0,16,0,8288,8288,0,1,0
2627,1390891415,Agrarianism,0,6249,1390891415,1401180157,a:0:{},0,158,11,9113,8289,0,1,0
2628,1391012446,"Nationalist art",0,6235,1391012446,1391095891,a:0:{},1,6231,2,8292,8290,0,0,0
2629,1391204453,"In the name of the Emperor?",0,3491,1391204453,1391980624,a:0:{},0,100,12,8339,8293,0,1,0
2630,1391220621,RagnarRedbeard,0,6168,1391220621,1391221973,a:0:{},1,130,2,8297,8295,0,0,0
2631,1391222286,"Coming back?",0,6168,1391222286,1391222286,a:0:{},1,6117,0,8298,8298,0,0,0
2632,1391326702,Dude,0,6254,1391326702,1391326737,a:0:{},1,6168,1,8305,8304,0,0,0
2633,1391349385,hipsters,0,288,1391349385,1391359279,a:0:{},1,7,1,8309,8308,0,0,0
2634,1391380166,Hello.,0,3491,1391380166,1391395294,a:0:{},0,16,2,8314,8312,0,1,0
2635,1391562133,Avatar,0,6310,1391562133,1391562435,a:0:{},0,6278,1,8317,8316,0,0,0
2636,1391569949,Orthodoxy,0,6322,1391569948,1391615356,a:0:{},0,7424,3,8321,8318,0,0,0
2637,1391627983,question,0,6278,1391627983,1391627983,a:0:{},0,16,0,8322,8322,0,1,0
2638,1391643686,SKYPE,0,130,1391643686,1391643686,a:0:{},1,353,0,8323,8323,0,0,0
2639,1391670307,"Son of Svarog",0,2889,1391670307,1391687988,a:0:{},1,7427,1,8327,8324,0,0,0
2640,1391671441,"Just a question",0,6322,1391671440,1392433727,a:0:{},1,6290,1,8369,8326,0,0,0
2641,1391702180,Skype,0,353,1391702180,1391702682,a:0:{},1,7424,4,8332,8328,0,0,0
2642,1391822730,"Col. Quaritch returns",0,6266,1391822730,1391894678,a:0:{},0,7346,2,8336,8334,0,0,0
2643,1391907999,"Ghost Accounts",0,3,1391907999,1391907999,a:0:{},0,288,0,8337,8337,0,1,0
2644,1391980519,"love the new avitar",0,3491,1391980519,1391983205,a:0:{},0,6280,1,8340,8338,0,1,0
2645,1391990086,"Contato no Skype",0,6264,1391990085,1392057534,a:0:{},1,353,3,8349,8341,0,0,0
2646,1392026868,Searchlight?,0,28,1392026868,1399758949,a:0:{},1,6976,5,8902,8342,0,0,0
2647,1392038400,Skype,0,353,1392038400,1392080747,a:0:{},1,287,1,8350,8344,0,0,0
2648,1392038415,Skype,0,353,1392038415,1392038415,a:0:{},1,7331,0,8345,8345,0,0,0
2649,1392038493,Skype,0,353,1392038493,1392038493,a:0:{},1,6694,0,8346,8346,0,0,0
2650,1392038590,Skype,0,353,1392038590,1394139783,a:0:{},1,6115,1,8459,8347,0,0,0
2651,1392115017,so,0,3491,1392115017,1392258882,a:0:{},0,6280,8,8364,8351,0,1,0
2652,1392239642,"posted one topic two times",0,7370,1392239642,1392240283,a:0:{},0,1,1,8358,8357,0,0,0
2653,1392397677,"Your Posts",0,2220,1392397677,1393552971,a:0:{},1,6168,6,8407,8365,0,0,0
2654,1392481681,"Good uploading website",0,288,1392481681,1392481681,a:0:{},1,7,0,8370,8370,0,0,0
2655,1392517875,"race of the jews.",0,6235,1392517875,1392547577,a:0:{},1,288,1,8372,8371,0,0,0
2657,1392630428,"letter to a fascist",0,6176,1392630428,1392630428,a:0:{},1,6168,0,8374,8374,0,0,0
2658,1392674305,skype,0,56,1392674305,1392674305,a:0:{},0,7,0,8376,8376,0,0,0
2659,1392768790,"You leave IM?",0,6168,1392768790,1392768790,a:0:{},1,67,0,8377,8377,0,0,0
2660,1392794635,"Run of the mill socialism?",0,6168,1392794635,1392794635,a:0:{},1,1066,0,8378,8378,0,0,0
2661,1392835664,Kids,0,6269,1392835664,1393181700,a:0:{},1,288,5,8394,8379,0,0,0
2662,1392841653,SNA,0,353,1392841652,1392860578,a:0:{},1,7364,1,8383,8380,0,0,0
2663,1393080067,"Huge Faggot ",0,1,1393080067,1393096540,a:0:{},0,3721,3,8388,8385,0,1,0
2664,1393153693,"Curiosity about Yugoslavia",0,353,1393153693,1393262922,a:0:{},1,7427,4,8398,8389,0,0,0
2665,1393195793,"Thought you might enjoy this. ",0,6155,1393195793,1393195793,a:0:{},1,333,0,8395,8395,0,0,0
2666,1393238783,nazi.org.uk,0,168,1393238783,1393238783,a:0:{},0,7,0,8396,8396,0,0,0
2667,1393352010,"Ð—Ð´Ñ€Ð°Ð²Ð¸Ñ",0,1,1393352009,1393359232,a:0:{},0,7364,1,8400,8399,0,1,0
2668,1393410574,"Golden Dawn Position",0,353,1393410574,1393427006,a:0:{},0,6271,3,8404,8401,0,0,0
2669,1393526366,hi,0,7508,1393526366,1393555115,a:0:{},1,3721,1,8409,8406,0,0,0
2670,1393553150,"dr no",0,6168,1393553150,1393568683,a:0:{},0,1,1,8410,8408,0,0,0
2671,1393605741,wtf,0,7508,1393605741,1395020798,a:0:{},1,505,1,8495,8411,0,0,0
2672,1393618480,"Î¼ÎµÏ„Î±Î¾Î¬Ï‚ - ÎµÎ»Î»Î·Î½Î¹ÎºÎ¿Ï‚ ÎµÎ¸Î½Î¹ÎºÎ¹ÏƒÎ¼ÏŒÏ‚",0,283,1393618479,1393618479,a:0:{},0,6271,0,8412,8412,0,1,0
2673,1393619691,"ÎµÎ¸Î½Î¹ÎºÎ¹ÏƒÎ¼ÏŒÏ‚ ",0,6271,1393619690,1393619690,a:0:{},0,283,0,8413,8413,0,0,0
2674,1393654271,"American Organizing",0,6122,1393654270,1396757761,a:0:{},0,6113,9,8563,8414,0,0,0
2677,1393763709,salo,0,6168,1393763709,1393763709,a:0:{},1,7364,0,8421,8421,0,0,0
2678,1393790876,"Situation in Ukraine summarized",0,6266,1393790876,1393790876,a:0:{},0,1,0,8426,8426,0,0,0
2679,1393793631,boxing,0,288,1393793631,1396293239,a:0:{},1,49,5,8529,8428,0,0,0
2680,1393798109,Carson,0,0,1393798109,1393798109,a:0:{},0,6310,0,8429,8429,0,1,0
2681,1393799352,Skype,0,6359,1393799352,1393801252,a:0:{},0,1,2,8432,8430,0,0,0
2682,1393866595,"*tips fedora*",0,6168,1393866595,1393866595,a:0:{},1,7364,0,8434,8434,0,0,0
2684,1393873983,Skype,0,353,1393873983,1393873983,a:0:{},1,6243,0,8437,8437,0,0,0
2685,1393942124,"Shitty Conversion Rate Thread",0,150,1393942123,1396649815,a:0:{},1,6149,26,8552,8442,0,0,0
2686,1393943696,4chon,0,7,1393943695,1394519375,a:0:{},1,7496,5,8480,8443,0,0,0
